N°;MATRICULE;NOM;PRENOM;GRADE_FR;GRADE_EN;CATEGORIE_PROFESSIONNELLE;POSTE_DE_TRAVAIL_FR;POSTE_DE_TRAVAIL_EN;STRUCTURE_FR;STRUCTURE_EN;SERVICE_FR;SERVICE_EN;FAMILLE_METIER_FR;FAMILLE_METIER_EN;REGION_FR;REGION_EN;DEPARTEMENT_FR;DEPARTEMENT_EN;COMMUNE_FR;COMMUNE_EN;DATE_E_ADM;DATE_NAISSANCE;LIEU_NAISSANCE;SEXE;ETATCIVIL;TEL;EMAIL
2301;MAT191785;Deschamps;Alexandre;AGENT CONTRACTUEL D'ADMINISTRATION;Agent Contractuel D'Administration;8/7;COMPLEMENT D'EFFECTIF;Complement D'Effectif;CENTRE REGIONAL DES IMPOTS DU LITTORAL 1;Centre Regional Des Impots Du Littoral 1;CDI2/CRIL1;Cdi2/Cril1;CDI2/CRIL1;CDI2/CRIL1;LITTORAL;LITTORAL;SANAGA MARITIME;Sanaga Maritime;EDEA 1;Edea 1;31/07/2009;10/01/1976;;F;CELIBATAIRE;629858662;upayet@paris.fr
2302;MAT227386;Leclerc;Olivier;CADRE CONTRACTUEL D'ADMINISTRATION;Cadre Contractuel D'Administration;10/8;COMPLEMENT D'EFFECTIF;Complement D'Effectif;DIRECTION DU RECOUVREMENT, DES VALEURS FISCALES ET DE LA CURATELLE;Direction Du Recouvrement, Des Valeurs Fiscales Et De La Curatelle;SOUS-DIRECTION DU RECOUVREMENT;Sous-Direction Du Recouvrement;SOUS-DIRECTION DU RECOUVREMENT;SOUS-DIRECTION DU RECOUVREMENT;CENTRE;CENTER;NYONG ET KELLE;Nyong Et Kelle;MAKAK;Makak;01/01/2009;04/01/1969;;F;MARIE(E);627856228;nguyot@sfr.fr
2303;MAT905205;Bouvet;Stéphane;CADRE CONTRACTUEL D'ADMINISTRATION;Cadre Contractuel D'Administration;10/7;COMPLEMENT D'EFFECTIF;Complement D'Effectif;PROGRAMME DE SECURISATION DES RECETTES FORESTIERES;Programme De Securisation Des Recettes Forestieres;PROGRAMME DE SECURISATION DES RECETTES FORESTIERES;Programme De Securisation Des Recettes Forestieres;PROGRAMME DE SECURISATION DES RECETTES FORESTIERES;PROGRAMME DE SECURISATION DES RECETTES FORESTIERES;CENTRE;CENTER;NYONG ET KELLE;Nyong Et Kelle;MATOMB;Matomb;01/01/2009;19/12/1971;EFOK;F;CELIBATAIRE;646498986;antoinemeyer@free.fr
2304;MAT574734;Descamps;Maurice;INSPECTEUR DES IMPÔTS;Inspecteur Des Impôts;740;INSPECTEUR GESTIONNAIRE;Inspecteur Gestionnaire;CENTRE RÉGIONAL DES IMPÔTS DU CENTRE 2;Centre Régional Des Impôts Du Centre 2;CSI/EPA;Csi/Epa;CSI/EPA;CSI/EPA;CENTRE;CENTER;NYONG ET KELLE;Nyong Et Kelle;MATOMB;Matomb;26/09/2008;13/02/1977;MAKAK;F;MARIE(E);665656891;munozlucy@dbmail.com
2305;MAT591391;Fernandez;Victoire;INSPECTEUR DES IMPÔTS;Inspecteur Des Impôts;740;CHARGÉ D'ETUDES ASSISTANT;Chargé D'Etudes Assistant;DIVISION DU CONTENTIEUX;Division Du Contentieux;CELLULE DU SUIVI, DES ANALYSES ET DES RECOURS GRACIEUX;Cellule Du Suivi, Des Analyses Et Des Recours Gracieux;CELLULE DU SUIVI, DES ANALYSES ET DES RECOURS GRACIEUX;CELLULE DU SUIVI, DES ANALYSES ET DES RECOURS GRACIEUX;LITTORAL;LITTORAL;SANAGA MARITIME;Sanaga Maritime;EDEA 1;Edea 1;02/12/2011;12/08/1979;;F;CELIBATAIRE;658544703;emmanuelbouvier@gimenez.fr
2306;MAT852162;Masson;Diane;CONTRACTUEL D'ADMINISTRATION;Contractuel D'Administration;8/7;COMPLÉMENT D'EFFECTIF RECETTE DES IMPÔTS;Complément D'Effectif Recette Des Impôts;CENTRE RÉGIONAL DES IMPÔTS DU LITTORAL EXTÉRIEUR;Centre Régional Des Impôts Du Littoral Extérieur;RRI/CRIL EXT;Rri/Cril Ext;RRI/CRIL EXT;RRI/CRIL EXT;CENTRE;CENTER;NYONG ET KELLE;Nyong Et Kelle;MAKAK;Makak;01/01/2009;31/12/1967;Makak;F;MARIE(E);608673205;patriciaclerc@lombard.com
2307;MAT404502;Gros;Dominique;CADRE CONTRACTUEL D'ADMINISTRATION;Cadre Contractuel D'Administration;10/8;COMPLEMENT D'EFFECTIF;Complement D'Effectif;CENTRE RÉGIONAL DES IMPÔTS DU CENTRE 2;Centre Régional Des Impôts Du Centre 2;SAG/CRIC2;Sag/Cric2;SAG/CRIC2;SAG/CRIC2;CENTRE;CENTER;NYONG ET KELLE;Nyong Et Kelle;ESEKA;Eseka;01/01/2009;02/05/1970;ESEKA;F;CELIBATAIRE;696835918;theresemartinez@free.fr
2308;MAT315867;Richard;David;CONTRACTUEL D'ADMINISTRATION;Contractuel D'Administration;8/1;COMPLEMENT D'EFFECTIF;Complement D'Effectif;CENTRE REGIONAL DES IMPOTS DE L'EXTREME NORD;Centre Regional Des Impots De L'Extreme Nord;CDI DIAMARE;Cdi Diamare;CDI DIAMARE;CDI DIAMARE;SUD;SOUTH;DJA ET LOBO;Dja Et Lobo;MEYOMESSALA;Meyomessala;15/07/2021;13/11/1990;NKOLMEYANG;F;CELIBATAIRE;634981802;henriclement@guichard.fr
2309;MAT297464;Léger;Louise;INSPECTEUR DES IMPÔTS;Inspecteur Des Impôts;630;INSPECTEUR VÉRIFICATEUR;Inspecteur Vérificateur;CENTRE RÉGIONAL DES IMPÔTS DU LITTORAL 2;Centre Régional Des Impôts Du Littoral 2;CSPLI WOURI;Cspli Wouri;CSPLI WOURI;CSPLI WOURI;LITTORAL;LITTORAL;SANAGA MARITIME;Sanaga Maritime;EDEA 1;Edea 1;15/10/2014;02/04/1988;à yaounde;F;CELIBATAIRE;671674910;alphonselefebvre@mercier.fr
2310;MAT630209;Berthelot;Alfred;CADRE CONTRACTUEL D'ADMINISTRATION;Cadre Contractuel D'Administration;10/8;COMPLEMENT D'EFFECTIF;Complement D'Effectif;DIRECTION DES AFFAIRES GENERALES;Direction Des Affaires Generales;SOUS-DIRECTION DU PERSONNEL;Sous-Direction Du Personnel;SOUS-DIRECTION DU PERSONNEL;SOUS-DIRECTION DU PERSONNEL;CENTRE;CENTER;MEFOU ET AFAMBA;Mefou Et Afamba;MFOU;Mfou;JANVIER 2019;03/09/1979;à yaounde;F;CELIBATAIRE;667780971;lmace@laposte.net
2311;MAT333035;Adam;Sophie;CADRE CONTRACTUEL D'ADMINISTRATION;Cadre Contractuel D'Administration;10/8;CHEF DE SERVICE;Chef De Service;CENTRE RÉGIONAL DES IMPÔTS DU LITTORAL 2;Centre Régional Des Impôts Du Littoral 2;SAG/CRIL2;Sag/Cril2;SAG/CRIL2;SAG/CRIL2;LITTORAL;LITTORAL;SANAGA MARITIME;Sanaga Maritime;NGAMBE;Ngambe;01/01/2009;23/06/1971;à Douala;F;CELIBATAIRE;641250142;begueolivier@renard.fr
2312;MAT801383;Olivier;Susan;CONTRACTUEL D'ADMINISTRATION;Contractuel D'Administration;7/6;COMPLEMENT D'EFFECTIF;Complement D'Effectif;CENTRE REGIONAL DES IMPOTS DU CENTRE 1;Centre Regional Des Impots Du Centre 1;RRI/CRIC1;Rri/Cric1;RRI/CRIC1;RRI/CRIC1;LITTORAL;LITTORAL;SANAGA MARITIME;Sanaga Maritime;EDEA 1;Edea 1;01/01/2009;08/08/1973;EDEA;F;MARIE(E);659026980;genevievebonnin@wanadoo.fr
2313;MAT825639;Leduc;Pauline;CONTRACTUEL D'ADMINISTRATION;Contractuel D'Administration;9/8;SECRÉTAIRE;Secrétaire;DIRECTION DES GRANDES ENTREPRISES;Direction Des Grandes Entreprises;CCX/DGE;Ccx/Dge;CCX/DGE;CCX/DGE;CENTRE;CENTER;NYONG ET KELLE;Nyong Et Kelle;BOT MAKAK;Bot Makak;01/01/2009;03/11/1975;Yaoundé;F;MARIE(E);668807795;le-rouxmarine@tiscali.fr
2314;MAT305217;Martinez;Louise;CONTRACTUEL D'ADMINISTRATION;Contractuel D'Administration;8/8;CAISSIERE;Caissiere;CENTRE RÉGIONAL DES IMPÔTS DU CENTRE 2;Centre Régional Des Impôts Du Centre 2;RRI/CRIC2;Rri/Cric2;RRI/CRIC2;RRI/CRIC2;CENTRE;CENTER;NYONG ET KELLE;Nyong Et Kelle;BOT MAKAK;Bot Makak;01/01/2009;10/03/1971;Yaoundé;F;MARIE(E);607585372;aime41@gmail.com
2315;MAT493612;Daniel;Henriette;CONTROLEUR PRINCIPAL DES IMPOTS;Controleur Principal Des Impots;540;RECEVEUR DES IMPOTS;Receveur Des Impots;CENTRE REGIONAL DES IMPOTS DU CENTRE 1;Centre Regional Des Impots Du Centre 1;CSPLI MFOUNDI;Cspli Mfoundi;CSPLI MFOUNDI;CSPLI MFOUNDI;CENTRE;CENTER;NYONG ET KELLE;Nyong Et Kelle;BOT MAKAK;Bot Makak;06/01/2003;29/07/1976;;F;CELIBATAIRE;617007572;cantoine@voila.fr
2316;MAT453804;Dumas;Honoré;AGENT DECISIONNAIRE;Agent Decisionnaire;5/6;SECRETAIRE;Secretaire;DIRECTION DES AFFAIRES GENERALES;Direction Des Affaires Generales;CELLULE DU PERFECTIONNEMENT ET DE LA FORMATION CONTINUE;Cellule Du Perfectionnement Et De La Formation Continue;CELLULE DU PERFECTIONNEMENT ET DE LA FORMATION CONTINUE;CELLULE DU PERFECTIONNEMENT ET DE LA FORMATION CONTINUE;CENTRE;CENTER;NYONG ET KELLE;Nyong Et Kelle;ESEKA;Eseka;10/08/2009;11/05/1980;;F;MARIE(E);629518478;ferrandolivier@sfr.fr
2317;MAT216898;Perez;Adrien;CONTRACTUEL D'ADMINISTRATION;Contractuel D'Administration;7/8;COMPLÉMENT D'EFFECTIF RECETTE DES IMPÔTS;Complément D'Effectif Recette Des Impôts;CENTRE RÉGIONAL DES IMPÔTS DU CENTRE EXTÉRIEUR;Centre Régional Des Impôts Du Centre Extérieur;CDI MEFOU ET AFAMBA;Cdi Mefou Et Afamba;CDI MEFOU ET AFAMBA;CDI MEFOU ET AFAMBA;CENTRE;CENTER;NYONG ET KELLE;Nyong Et Kelle;MAKAK;Makak;01/01/2009;13/05/1975;Nkomo;F;MARIE(E);644586048;pimbert@ifrance.com
2318;MAT822505;Rodrigues;Isabelle;CADRE CONTRACTUEL D'ADMINISTRATION;Cadre Contractuel D'Administration;10/8;COMPLEMENT D'EFFECTIF;Complement D'Effectif;CENTRE REGIONAL DES IMPOTS DU CENTRE 1;Centre Regional Des Impots Du Centre 1;CSPLI MFOUNDI;Cspli Mfoundi;CSPLI MFOUNDI;CSPLI MFOUNDI;LITTORAL;LITTORAL;SANAGA MARITIME;Sanaga Maritime;POUMA;Pouma;01/01/2009;24/07/1976;Mouko;F;MARIE(E);677376174;christelle27@boutin.fr
2319;MAT716049;Dupuy;Susan;CONTRACTUEL D'ADMINISTRATION;Contractuel D'Administration;8/7;CHEF DE BRIGADE RECOUVREMENT;Chef De Brigade Recouvrement;CENTRE REGIONAL DES IMPOTS DE L'EST;Centre Regional Des Impots De L'Est;CDI HAUT NYONG;Cdi Haut Nyong;CDI HAUT NYONG;CDI HAUT NYONG;EST;EAST;HAUT-NYONG;Haut-Nyong;ABONG-BANG;Abong-Bang;01/01/2009;10/06/1971;ANGUENGUE;M;MARIE(E);677186323;denise99@lebreton.net
2320;MAT902679;Delannoy;Alain;CONTROLEUR PRINCIPAL DES IMPOTS;Controleur Principal Des Impots;650;INSPECTEUR GESTIONNAIRE;Inspecteur Gestionnaire;CENTRE REGIONAL DES IMPOTS DU SUD OUEST;Centre Regional Des Impots Du Sud Ouest;CIME LIMBE;Cime Limbe;CIME LIMBE;CIME LIMBE;SUD-OUEST;SOUTHWEST;LEBIALEM;Lebialem;FONTEM;Fontem;06/01/2003;14/11/1970;FONTEM;M;MARIE(E);699527647;eugenegautier@devaux.fr
2321;MAT827599;Guilbert;Véronique;CONTROLEUR PRINCIPAL DES IMPOTS;Controleur Principal Des Impots;610;INSPECTEUR GESTIONNAIRE;Inspecteur Gestionnaire;CENTRE REGIONAL DES IMPOTS DU LITTORAL 1;Centre Regional Des Impots Du Littoral 1;CDI1/CRIL1;Cdi1/Cril1;CDI1/CRIL1;CDI1/CRIL1;LITTORAL;LITTORAL;MOUNGO;Moungo;MELONG;Melong;15/12/2003;23/05/1975;;F;MARIE(E);679715651;christelle66@thomas.fr
2322;MAT120604;Perrot;Hélène;INSPECTEUR PRINCIPAL DES IMPÔTS;Inspecteur Principal Des Impôts;1050;Chef de Centre;Chef De Centre;CENTRE REGIONAL DES IMPOTS DU SUD;Centre Regional Des Impots Du Sud;CDI OCEAN;Cdi Ocean;CDI OCEAN;CDI OCEAN;LITTORAL;LITTORAL;MOUNGO;Moungo;NLONAKO;Nlonako;20/06/2003;11/11/1975;MANENGOTE;M;MARIE(E);638795926;huguesjourdan@mary.com
2323;MAT122195;Garnier;Honoré;TECHNICIEN DES TELECOMMUNICATIONS;Technicien Des Telecommunications;405;REGISSEUR;Regisseur;CENTRE REGIONAL DES IMPOTS DE L'EXTREME NORD;Centre Regional Des Impots De L'Extreme Nord;PSREP/CRIEN;Psrep/Crien;PSREP/CRIEN;PSREP/CRIEN;EXTREME-NORD;FAR NORTH;MAYO-KANI;Mayo-Kani;GUIDIGUIS;Guidiguis;01/11/1999;17/10/1975;TIGNERE;M;MARIE(E);621050337;smaillard@marques.com
2324;MAT493220;Lesage;Antoine;INSPECTEUR DES IMPÔTS;Inspecteur Des Impôts;680;CHEF DE CELLULE DU SERVICE AU CONTRIBUABLE;Chef De Cellule Du Service Au Contribuable;CENTRE RÉGIONAL DES IMPÔTS DU CENTRE 2;Centre Régional Des Impôts Du Centre 2;CSI/EPA;Csi/Epa;CSI/EPA;CSI/EPA;SUD-OUEST;SOUTHWEST;NDIAN;Ndian;BAMUSSO;Bamusso;15/10/2014;03/03/1988;NAKE BAKUNDU;F;MARIE(E);673280446;gilbertmichaud@orange.fr
2325;MAT537088;Courtois;Étienne;CADRE CONTRACTUEL D'ADMINISTRATION;Cadre Contractuel D'Administration;10/8;CHEF DE SERVICE;Chef De Service;CENTRE REGIONAL DES IMPOTS DU NORD OUEST;Centre Regional Des Impots Du Nord Ouest;SERVCOM/CRINO;Servcom/Crino;SERVCOM/CRINO;SERVCOM/CRINO;NORD-OUEST;NORTHWEST;BOYO;Boyo;NJINIKOM;Njinikom;01/01/2009;19/05/1979;;F;MARIE(E);641099513;charlesbrunel@barre.com
2326;MAT999863;Julien;Arthur;INGÉNIEUR DES TRAVAUX DE LA STATISTIQUE;Ingénieur Des Travaux De La Statistique;580;CHEF DE CELLULE DES STATISTIQUES, DE L'IMMATRICULATION;Chef De Cellule Des Statistiques, De L'Immatriculation;CENTRE REGIONAL DES IMPOTS DU CENTRE 1;Centre Regional Des Impots Du Centre 1;CSICGI/CRIC1;Csicgi/Cric1;CSICGI/CRIC1;CSICGI/CRIC1;OUEST;WEST;KOUNG-KHI;Koung-Khi;BANDJOUN;Bandjoun;14/06/2014;18/10/1990;MBO BANDJOUN;M;CELIBATAIRE;605798522;bernardriou@arnaud.org
2327;MAT400466;Guilbert;Maurice;INSPECTEUR PRINCIPAL DES IMPÔTS;Inspecteur Principal Des Impôts;1115;CONSEILLER TECHNIQUE;Conseiller Technique;AUTRES ADMINISTRATIONS DU MINFI;Autres Administrations Du Minfi;CABINET MINFI;Cabinet Minfi;CABINET MINFI;CABINET MINFI;LITTORAL;LITTORAL;MOUNGO;Moungo;NLONAKO;Nlonako;29/11/2000;23/06/1973;;M;MARIE(E);615291464;claudineclerc@martinez.net
2328;MAT738911;Renard;Aimée;CADRE CONTRACTUEL D'ADMINISTRATION;Cadre Contractuel D'Administration;10/8;CHEF DE SERVICE;Chef De Service;CENTRE REGIONAL DES IMPOTS DU CENTRE 1;Centre Regional Des Impots Du Centre 1;SERVCOM/CRIC1;Servcom/Cric1;SERVCOM/CRIC1;SERVCOM/CRIC1;CENTRE;CENTER;MFOUNDI;Mfoundi;YAOUNDE 1;Yaounde 1;01/01/2009;20/09/1976;NKOLONDOM;M;MARIE(E);685174134;nicolas14@ifrance.com
2329;MAT775752;Lebrun;Amélie;INSPECTEUR PRINCIPAL DES IMPÔTS;Inspecteur Principal Des Impôts;1005;CHEF DE L'INSPECTION REGIONALE DES SERVICES;Chef De L'Inspection Regionale Des Services;CENTRE REGIONAL DES IMPOTS DE L'OUEST;Centre Regional Des Impots De L'Ouest;IRS/CRIO;Irs/Crio;IRS/CRIO;IRS/CRIO;CENTRE;CENTER;LEKIE;Lekie;OBALA;Obala;28/08/2006;23/06/1978;Yaoundé;M;MARIE(E);622360870;bouvieradele@wanadoo.fr
2330;MAT735913;Chartier;François;CONTROLEUR DES IMPÔTS;Controleur Des Impôts;480;CHEF DE SERVICE DU SUIVI DES CONTRIBUABLES;Chef De Service Du Suivi Des Contribuables;CENTRE REGIONAL DES IMPOTS DU LITTORAL 1;Centre Regional Des Impots Du Littoral 1;CDI1/CRIL1;Cdi1/Cril1;CDI1/CRIL1;CDI1/CRIL1;SUD-OUEST;SOUTHWEST;FAKO;Fako;MUYUKA;Muyuka;01/04/2015;17/08/1988;MUYUKA;M;MARIE(E);683665711;agnespelletier@hoarau.org
2331;MAT558358;Roux;Agathe;CADRE CONTRACTUEL D'ADMINISTRATION;Cadre Contractuel D'Administration;10/8;COMPLEMENT D'EFFECTIF;Complement D'Effectif;DIVISION DES ENQUETES, DE LA PROGRAMMATION ET DU SUIVI DU CONTRÔLE FISCAL;Division Des Enquetes, De La Programmation Et Du Suivi Du Contrôle Fiscal;BRIGADE DES ENQUETES;Brigade Des Enquetes;BRIGADE DES ENQUETES;BRIGADE DES ENQUETES;LITTORAL;LITTORAL;MOUNGO;Moungo;NLONAKO;Nlonako;20/07/2004;23/09/1976;MBALMAYO;M;CELIBATAIRE;666769280;denisdenis@tanguy.com
2332;MAT214771;Lebrun;Hélène;CONTROLEUR PRINCIPAL DES IMPOTS;Controleur Principal Des Impots;575;INSPECTEUR GESTIONNAIRE;Inspecteur Gestionnaire;CENTRE REGIONAL DES IMPOTS DU LITTORAL 1;Centre Regional Des Impots Du Littoral 1;CIME BONANJO;Cime Bonanjo;CIME BONANJO;CIME BONANJO;OUEST;WEST;KOUNG-KHI;Koung-Khi;POUMOUGNE;Poumougne;09/11/2009;12/05/1974;BAFOUSSAM;F;MARIE(E);679437553;celine09@club-internet.fr
2333;MAT282476;Faivre;Stéphane;CONTROLEUR DES IMPÔTS;Controleur Des Impôts;480;FONDÉ DE POUVOIR;Fondé De Pouvoir;CENTRE RÉGIONAL DES IMPÔTS DU CENTRE 2;Centre Régional Des Impôts Du Centre 2;CDI6/CRIC2;Cdi6/Cric2;CDI6/CRIC2;CDI6/CRIC2;CENTRE;CENTER;LEKIE;Lekie;OBALA;Obala;10/07/2012;10/05/1986;Obala;F;MARIE(E);672940287;raymondpaul@hotmail.fr
2334;MAT323596;Vincent;Marc;CADRE CONTRACTUEL D'ADMINISTRATION;Cadre Contractuel D'Administration;10/4;COMPLEMENT D'EFFECTIF;Complement D'Effectif;CENTRE RÉGIONAL DES IMPÔTS DU CENTRE 2;Centre Régional Des Impôts Du Centre 2;CDI4/CRIC2;Cdi4/Cric2;CDI4/CRIC2;CDI4/CRIC2;CENTRE;CENTER;MBAM ET INOUBOU;Mbam Et Inoubou;BAFIA;Bafia;01/01/2009;10/12/1973;Dschang;M;MARIE(E);606392896;anne09@muller.com
2335;MAT429808;Chrétien;Michel;CADRE CONTRACTUEL D'ADMINISTRATION;Cadre Contractuel D'Administration;10/4;CHEF DE CELLULE DE GESTION;Chef De Cellule De Gestion;CENTRE RÉGIONAL DES IMPÔTS DU CENTRE EXTÉRIEUR;Centre Régional Des Impôts Du Centre Extérieur;CDI HAUTE SANAGA;Cdi Haute Sanaga;CDI HAUTE SANAGA;CDI HAUTE SANAGA;CENTRE;CENTER;MBAM ET INOUBOU;Mbam Et Inoubou;BAFIA;Bafia;01/01/2013;22/02/1981;Yaoundé;M;CELIBATAIRE;684082736;nturpin@bouygtel.fr
2336;MAT165549;Morvan;Gilbert;AGENT CONTRACTUEL D'ADMINISTRATION;Agent Contractuel D'Administration;8/7;COMPLEMENT D'EFFECTIF;Complement D'Effectif;CENTRE REGIONAL DES IMPOTS DU CENTRE 1;Centre Regional Des Impots Du Centre 1;CSPLI MFOUNDI;Cspli Mfoundi;CSPLI MFOUNDI;CSPLI MFOUNDI;OUEST;WEST;KOUNG-KHI;Koung-Khi;BAYANGAM;Bayangam;01/01/2009;18/07/1969;YAOUNDE;F;MARIE(E);638796997;legrosjean@lecomte.com
2337;MAT590783;Martineau;Lorraine;CADRE CONTRACTUEL D'ADMINISTRATION;Cadre Contractuel D'Administration;10/8;COMPLEMENT D'EFFECTIF;Complement D'Effectif;CELLULE DE L'INFORMATION ET DE LA COMMUNICATION;Cellule De L'Information Et De La Communication;CELLULE DE L'INFORMATION ET DE LA COMMUNICATION;Cellule De L'Information Et De La Communication;CELLULE DE L'INFORMATION ET DE LA COMMUNICATION;CELLULE DE L'INFORMATION ET DE LA COMMUNICATION;NORD-OUEST;NORTHWEST;BUI;Bui;OKU;Oku;01/01/2009;16/07/1974;EDEA;F;CELIBATAIRE;635846506;anneparis@royer.com
2338;MAT274884;Pelletier;Lucas;CADRE CONTRACTUEL D'ADMINISTRATION;Cadre Contractuel D'Administration;10/7;COMPLEMENT D'EFFECTIF;Complement D'Effectif;CENTRE REGIONAL DES IMPOTS DU CENTRE 1;Centre Regional Des Impots Du Centre 1;CDI2/CRIC1;Cdi2/Cric1;CDI2/CRIC1;CDI2/CRIC1;CENTRE;CENTER;MEFOU ET AKONO;Mefou Et Akono;NGOUMOU;Ngoumou;14/08/2009;19/06/1973;Yaoundé;F;MARIE(E);655602548;hgiraud@marty.fr
2339;MAT916763;Peron;Camille;CONTRACTUEL D'ADMINISTRATION;Contractuel D'Administration;9/6;COMPLEMENT D'EFFECTIF;Complement D'Effectif;CENTRE REGIONAL DES IMPOTS DU CENTRE 1;Centre Regional Des Impots Du Centre 1;CIME YDE EST;Cime Yde Est;CIME YDE EST;CIME YDE EST;CENTRE;CENTER;LEKIE;Lekie;OBALA;Obala;01/01/2009;01/02/1971;YAOUNDE;F;CELIBATAIRE;602951222;pdelattre@dbmail.com
2340;MAT885488;Philippe;Louis;AGENT CONTRACTUEL D'ADMINISTRATION;Agent Contractuel D'Administration;7/4;AGENT DE RECOUVREMENT;Agent De Recouvrement;CENTRE RÉGIONAL DES IMPÔTS DU LITTORAL 2;Centre Régional Des Impôts Du Littoral 2;CSPLI WOURI;Cspli Wouri;CSPLI WOURI;CSPLI WOURI;CENTRE;CENTER;LEKIE;Lekie;OBALA;Obala;01/01/2009;17/04/1976;OBALA;F;MARIE(E);658660118;ipires@peron.fr
2341;MAT880669;Camus;Élise;CONTRACTUEL D'ADMINISTRATION;Contractuel D'Administration;8/8;COMPLEMENT D'EFFECTIF;Complement D'Effectif;CENTRE RÉGIONAL DES IMPÔTS DU CENTRE 2;Centre Régional Des Impôts Du Centre 2;CDI6/CRIC2;Cdi6/Cric2;CDI6/CRIC2;CDI6/CRIC2;CENTRE;CENTER;MEFOU ET AFAMBA;Mefou Et Afamba;MFOU;Mfou;01/01/2009;05/04/1974;Yaoundé;F;MARIE(E);684043641;ochretien@meunier.com
2342;MAT840964;Leleu;Julie;CONTROLEUR PRINCIPAL DES IMPOTS;Controleur Principal Des Impots;560;CONTRÔLEUR GESTIONNAIRE;Contrôleur Gestionnaire;CENTRE REGIONAL DES IMPOTS DU LITTORAL 1;Centre Regional Des Impots Du Littoral 1;CIME BONANJO;Cime Bonanjo;CIME BONANJO;CIME BONANJO;CENTRE;CENTER;LEKIE;Lekie;MONATELE;Monatele;28/03/2011;05/01/1978;NGOBO;M;CELIBATAIRE;659500820;alex61@live.com
2343;MAT678309;Dupont;Édith;AGENT DECISIONNAIRE;Agent Decisionnaire;3/8;COMPLEMENT D'EFFECTIF;Complement D'Effectif;CELLULE DE L'INFORMATION ET DE LA COMMUNICATION;Cellule De L'Information Et De La Communication;CELLULE DE L'INFORMATION ET DE LA COMMUNICATION;Cellule De L'Information Et De La Communication;CELLULE DE L'INFORMATION ET DE LA COMMUNICATION;CELLULE DE L'INFORMATION ET DE LA COMMUNICATION;CENTRE;CENTER;MEFOU ET AFAMBA;Mefou Et Afamba;MFOU;Mfou;01/01/2009;10/04/1983;;F;MARIE(E);656563235;kleinjean@tiscali.fr
2344;MAT279929;Legros;René;INSPECTEUR DES IMPÔTS;Inspecteur Des Impôts;740;COMPLÉMENT D'EFFECTIF CELLULE DE GESTION;Complément D'Effectif Cellule De Gestion;CENTRE REGIONAL DES IMPOTS DU LITTORAL 1;Centre Regional Des Impots Du Littoral 1;CIME BONANJO;Cime Bonanjo;CIME BONANJO;CIME BONANJO;CENTRE;CENTER;LEKIE;Lekie;MONATELE;Monatele;20/08/2008;11/04/1977;Kougouda II;M;MARIE(E);632663726;madeleineseguin@weber.com
2345;MAT764596;Thierry;Hugues;AGENT DECISIONNAIRE;Agent Decisionnaire;5/1;COMPLEMENT D'EFFECTIF;Complement D'Effectif;DIRECTION DU RECOUVREMENT, DES VALEURS FISCALES ET DE LA CURATELLE;Direction Du Recouvrement, Des Valeurs Fiscales Et De La Curatelle;SOUS-DIRECTION DU RECOUVREMENT;Sous-Direction Du Recouvrement;SOUS-DIRECTION DU RECOUVREMENT;SOUS-DIRECTION DU RECOUVREMENT;SUD;SOUTH;VALLEE DU NTEM;Vallee Du Ntem;AMBAM;Ambam;01/06/2020;20/06/1983;AMBAM;F;CELIBATAIRE;652520605;jeanninemarques@voila.fr
2346;MAT425110;Blondel;Claire;INSPECTEUR PRINCIPAL DES IMPÔTS;Inspecteur Principal Des Impôts;1140;COMPLEMENT D'EFFECTIF;Complement D'Effectif;AUTRES ADMINISTRATIONS DU MINFI;Autres Administrations Du Minfi;INSPECTION GENERALE DES SERVICES DES REGIES FINANCIERES;Inspection Generale Des Services Des Regies Financieres;INSPECTION GENERALE DES SERVICES DES REGIES FINANCIERES;INSPECTION GENERALE DES SERVICES DES REGIES FINANCIERES;CENTRE;CENTER;LEKIE;Lekie;MONATELE;Monatele;05/08/1992;29/07/1966;OVANG;M;MARIE(E);688420894;charles54@petitjean.com
2347;MAT297519;Girard;Gilles;CADRE CONTRACTUEL D'ADMINISTRATION;Cadre Contractuel D'Administration;10/1;COMPLEMENT D'EFFECTIF;Complement D'Effectif;CENTRE REGIONAL DES IMPOTS DU NORD;Centre Regional Des Impots Du Nord;CDI BENOUE;Cdi Benoue;CDI BENOUE;CDI BENOUE;SUD;SOUTH;MVILA;Mvila;MENGONG;Mengong;15/07/2021;18/06/1993;Ebolowa;F;CELIBATAIRE;646142037;wleger@laposte.net
2348;MAT862442;Brun;Frédéric;CONTRACTUEL D'ADMINISTRATION;Contractuel D'Administration;8/7;COMPLEMENT D'EFFECTIF;Complement D'Effectif;CENTRE REGIONAL DES IMPOTS DU SUD;Centre Regional Des Impots Du Sud;CDI OCEAN;Cdi Ocean;CDI OCEAN;CDI OCEAN;;;;;SA'A;Sa'A;01/01/2009;16/09/1967;;F;CELIBATAIRE;686012837;nlecomte@torres.fr
